1,"$10\,000 Gold?",Steigt Gold auf 10.000 Dollar?
38944,Cloning\\u0027s Slippery Slope,"Übergewicht ist offensichtlich\, andere Defekte jedoch sind weniger augenfällig und bei Nutztieren möglicherweise bedeutungslos."
14344,"But what is clear is that the Obama strategy’s current and future costs are very high – and so far\, it has not achieved its limited objective of restarting lending.","Eindeutig freilich ist\, ist\, dass die Höhe der derzeitigen und zukünftigen Kosten von Obamas Strategie enorm ist – und bisher hat sie ihr begrenztes Ziel\, eine Wiederankurbelung der Kreditvergabe zu erreichen\, verfehlt."
1997,"In the mid-1990’s\, and again in 2002-2003\, reconciliation between Suu Kyi’s National League for Democracy (NLD) and the military junta seemed to be in the offing.","Mitte der 1990er Jahre\, und dann erneut 2002-2003\, schien das Land kurz vor einer Versöhnung zwischen Suu Kyis Nationaler Liga für Demokratie (NLD) und der Militärjunta zu stehen."
38945,Sometime in the next two years a human being will likely be cloned.,"Wenn es aber um menschliches Leben geht\, muss Sicherheit an erster Stelle stehen."
26791,Societies that fail to attract foreign brains stagnate.,"Aus Irland wurde ein engagierter europäischer Player. Durch Unterstützung direkter Auslandsinvestitionen und Joint Ventures\, sowie durch die Förderung von Finanzdienstleistungen und Informationstechnologie gelang es im Gegenzug viele Fachkräfte ins Land zu holen. "
1998,"On both occasions\, however\, the regime’s hardliners gained the upper hand\, crushing prospects for reform.",Immer rissen jedoch die Hardliner des Regimes die Macht erneut an sich und zerstörten die Aussichten auf Reformen.
38946,"This may or may not bring shudders of horror\, but will certainly not occur outside the law or in some shadowy offshore location.","Da es sich bei den Defekten in geklonten Lebewesen nicht um genetische Mutationen handelt\, können sie auch durch Präimplantations-Diagnostik im Embryonalstadium nicht festgestellt werden. "
14345,"The taxpayer has had to pony up billions\, and has provided billions more in guarantees – bills that are likely to come due in the future.","Die Steuerzahler mussten Milliarden aufbringen und weitere Milliarden in Form von Bürgschaften bereitstellen\, und die Rechnung dafür dürfte uns in der Zukunft präsentiert werden."
26792,Take Japan.,"Nachdem sich Chiang Kai-shek 1949 nach Taiwan zurückzog um dort als Gegenstück zu Maos Volksrepublik die Republik China zu gründen\, versuchte er zunächst sein diktatorisches Regime aufrecht zu erhalten. Bald jedoch erkannte er die Notwendigkeit die Wirtschaft Taiwans aufzubauen\, um die Insel zu stärken."
1999,"Yet Suu Kyi\, and much of the Burmese opposition\, is beginning to admit that today’s political liberalization might be the real thing.","Trotzdem beginnen Suu Kyi und ein Großteil der birmesischen Opposition zu glauben\, dass die momentane politische Liberalisierung nachhaltig sein könnte."
38947,"The medical\, scientific\, legal and political establishment will fully support the effort.","Gesundheitliche Probleme\, die durch diese Defekte hervorgerufen werden\, können zu jedem Zeitpunkt im Leben eines Menschen auftreten."
38948,"This clone\, however\, will never leave the British laboratory in which it was created. ","Wir wären mit einer größeren Bandbreite an Defekten als bei Mäusen konfrontiert\, da das Verhalten und die Physiologie des Menschen einfacher zu untersuchen sind."
26793,"Japans homogeneity helped create the economic nationalism that drove the country for several decades\, but today most of Japans universities\, research institutes and laboratories\, think-tanks and elite publications\, suffer from sclerotic inbreeding.","Dank großzügiger Hilfe aus den USA - nur Israel bekam über mehrere Jahrzehnte mehr amerikanische Auslandshilfe - konnte Taiwan seine begabtesten Studenten\, vor allem Techniker\, zum Studium an ausländische Universitäten schicken. "
2000,"Because Burma’s generals say almost nothing in public\, it is difficult to fathom why they allowed elections that elevated Thein Sein to power\, or to explain their willingness to embrace dialogue with the long-suppressed opposition.","Da die birmesischen Generale sich kaum öffentlich äußern\, ist es kaum nachvollziehbar\, warum sie Wahlen ermöglicht haben\, die Thein Sein an die Macht brachten\, oder warum sie mit der lang unterdrückten Opposition einen Dialog aufgenommen haben."
14346,Rewriting the rules of the market economy – in a way that has benefited those that have caused so much pain to the entire global economy – is worse than financially costly.,"Die Regeln der Marktwirtschaft umzuschreiben – und zwar in einer Weise\, dass diejenigen\, die der Weltwirtschaft insgesamt so viel Leid beschert haben\, profitiert haben –\, ist mehr als nur teuer."
26794,"Japans current lethargy is due\, in part\, to the in-bred languor of Japanese intellectual life. ",Heute verfügt Taiwan im Verhältnis zu seiner Einwohnerzahl über die meisten Ingenieure auf der ganzen Welt.
38949,"Last January\, a form of human cloning called “therapeutic cloning” – or more properly “cell nuclear replacement” – was legalized in Britain.","Therapeutisches Klonen wäre möglicherweise risikoloser als reproduktives Klonen\, da nicht alle\, sondern nur die in der Therapie verwendeten Zellen von den möglichen Fehlern beim Umprogrammieren betroffen wären. "
2001,Recent events suggest one possible explanation: Burma’s rulers have grown wary of China’s almost smothering embrace – a result of the country’s international isolation.,Die neuesten Ereignisse legen eine mögliche Erklärung nahe: Die birmesische Führung steht der erdrückenden Umarmung Chinas – einem Ergebnis der internationalen Isolation des Landes – immer misstrauischer gegenüber.
38950,"As with in vitro fertilization\, the British appear to have been the first to devise a regulatory scheme for morally contentious technology.",Bis jetzt wurde das therapeutische Klonen nur in Großbritannien legalisiert.
26795,"""But arent countries that export their \""brains\"" impoverished by the process?""","""Viele taiwanesische Ingenieure studierten an renommierten amerikanischen Universitäten. Das führte dazu\, dass in Boston M.I.T.\, das eigentlich für Massachusetts Institute of Technology steht\, zuweilen als \,\,Made in Taiwan\"" interpretiert wird."""
38951,The world is watching what will happen next. ,"Ein Gesetz\, das Ende vergangenen Jahres in Japan verabschiedet wurde\, erlaubt das therapeutische Klonen ebenfalls\, verbietet jedoch die Implantierung des Embryos in den Uterus."
26796,It depends.,"Noch in den achtziger Jahren des vorigen Jahrhunderts kehrten lediglich 20 % aller taiwanesischen Auslandsstudenten wieder in ihre Heimat zurück\, wo sie ein trostloses soziales\, intellektuelles und politisches Umfeld erwartete. "
14347,"Most Americans view it as grossly unjust\, especially after they saw the banks divert the billions intended to enable them to revive lending to payments of outsized bonuses and dividends.","Die meisten Amerikaner betrachten es als grob ungerecht\, insbesondere\, nachdem sie erlebten\, wie die Banken die Milliarden\, die ihnen die Wiederbelebung der Kreditvergabe ermöglichen sollten\, zur Auszahlung übertriebener Boni und Dividenden benutzten."
2002,"Indeed\, public protests against China’s commercial exploitation of Burma’s natural resources became so widespread that the government called a halt to construction by Chinese investors on the huge and environmentally damaging Myitsone Dam on the Irrawaddy River.","Tatsächlich nahmen die öffentlichen Proteste gegen die chinesische Ausbeutung birmesischer Naturgüter so stark zu\, dass die Regierung die von chinesischen Investoren betriebenen Bauarbeiten am Myitsone-Damm des Irrawaddy-Flusses beendeten."
38952,"It is rather like a Woody Allen script\, but run backwards.","Der dänische Ethik-Rat hat im März therapeutisches Klonen befürwortet .Wird nun jedes Land\, das therapeutisches Klonen legalisiert\, zwangsläufig in eine verhängnisvolle Einbahnstraße geraten und am Ende auch das reproduktive Klonen erlauben? "
2003,Thein Sein’s decision to halt the project is clearly an important policy shift.,"Thein Seins Entscheidung\, das Projekt zu stoppen\, stellt eine wichtige politische Änderung dar."
14348,Tearing up the social contract is something that should not be done lightly.,"Den bestehenden Gesellschaftsvertrag zu zerreißen\, ist etwas\, das man nicht leichtfertig tun sollte."
38953,"In Allens 1973 film Sleeper\, attempts are made to clone Hitler from his preserved nose.","In eine solche Einbahnstraße zu geraten würde heißen\, dass\, wenn ein legales Projekt X durchgeführt wird\, auch das noch nicht legale\, aber durchführbare Projekt Y einst realisiert wird."
26797,"Spain\, for example\, saw its best minds drained away for five centuries\, notably following Fascisms victory in the Spanish Civil War.","Dann traf Taiwan verschiedene Maßnahmen: Man schuf Wissenschaftszentren\, wodurch Forschung und Entwicklung angekurbelt wurden. Durch Deregulierungen verbesserte man die Chancen für Unternehmer und nicht zuletzt schuf man durch den Wandel von der Diktatur zur Demokratie die Basis dafür\, dass dem universellen Wunsch der Menschen nach individueller Freiheit und persönlichem Glück nichts mehr im Wege stand."
38954,"Today\, instead of cloning people from spare parts – or spare cells\, as is the case with reproductive cloning – scientists hope to grow those parts by cloning people. ",Eigentlich gibt es zwei Einbahnstraßen – die logische und die soziologische.
26798,"When Franco died in 1975\, Spains future path was not obvious\, as evidenced by the attempted coup of February 1981. ",In den neunziger Jahren des vorigen Jahrhunderst wurde aus Taiwan dank der Rückkehr seiner besten Köpfe eine High-Tech-Drehscheibe. 
2004,"It is also a signal to the outside world that Burma’s new government may be much more willing than any of its predecessors to heed both public pressure and international opinion\, both of which vehemently opposed the dam’s construction.","Sie ist auch ein Signal an die Außenwelt\, dass die neue birmesische Regierung im Vergleich zu ihren Vorgängern viel offener gegenüber der öffentlichen und internationalen Meinung sein könnte\, die sich beide vehement gegen den Bau des Dammes ausgesprochen hatten."
14349,"But this new form of ersatz capitalism\, in which losses are socialized and profits privatized\, is doomed to failure. Incentives are distorted.","Doch diese neue Form des Ersatzkapitalismus\, bei der die Verluste sozialisiert und die Gewinne privatisiert werden\, ist zum Scheitern verurteilt."
14350,There is no market discipline.,Es gibt in ihr keine Markdisziplin.
38955,"The first part of this procedure is similar to that used to create Dolly the sheep\, the first cloned mammal.","In der logischen Einbahnstraße fährt man bis an ihr Ende und nimmt dort das moralisch Verwerfliche an\, weil es nicht möglich ist\, es von moralisch akzeptablen Praktiken zu unterscheiden."
26799,"Poor\, dictatorial\, marginalized from Europe\, Spains experience during the last quarter- century is one of historys most successful transition stories\, as it became a prosperous\, thriving democracy and ceased being a major exporter of brains.",Ähnlich verlief in den letzten 50 Jahren die Entwicklung in Südkorea.
2005,"Almost simultaneously\, Thein Sein offered even stronger signals that his was a very different Burmese administration: he freed political prisoners and invited Suu Kyi for direct talks with him.","Fast zur gleichen Zeit gab Thein Sein noch mehr Grund für die Ansicht\, dass seine Regierung für Veränderungen steht: Er befreite politische Gefangene und lud Suu Kyi zu direkten Gesprächen ein."
38956,The nucleus from a human cell is inserted into an egg that had its nucleus removed.,"In der soziologischen Einbahn führt der Weg von einer Praktik zur nächsten\, sogar wenn diese beiden vom Konzept her völlig verschieden sind\, da die Existenz der einen Prakik das soziale Klima für die Akzeptanz der anderen fördert. "
26800,"Indeed\, many of Spains best minds have returned home. More importantly\, foreign brains now drain to Spain! ","Die von Park Chung-hee im Jahr 1962 gegründete Militärdiktatur verfolgte eine aggressive Wirtschaftspolitik\, teilweise auch deshalb\, um Nordkorea in Schach zu halten."
38957,"An embryo forms\, but it will not be implanted in a uterus.",Therapeutisches Klonen unterscheidet sich im grundsätzlichen Konzept vom reproduktiven Klonen.
26801,"Historically\, a big exporter of people\, per inhabitant\, has been Ireland.",Die Regierung erkannte aber auch die Notwendigkeit von Investitionen in allen Bereichen des Bildungssystems. 
14351,"The too-big-to-be-restructured banks know that they can gamble with impunity – and\, with the Federal Reserve making funds available at near-zero interest rates\, there are ample funds to do so.","Die für eine Sanierung zu großen Banken wissen\, dass sie ungestraft zocken können – und angesichts der Tatsache\, dass die Federal Reserve Geld fast zinsfrei zur Verfügung stellt\, steht ihnen dafür jede Menge Kapital zur Verfügung."
2006,"Indeed\, Suu Kyi now enjoys far greater freedom of movement than she has at any time since she received the Nobel Peace Prize 20 years ago\, and the NLD recently announced that it will field candidates in the forthcoming by-elections to the country’s newly established parliament.","Tatsächlich genießt Suu Kyi im Moment viel größere Bewegungsfreiheit als jemals zuvor\, seit sie vor zwanzig Jahren den Friedensnobelpreis erhielt\, und die NLD kündigte kürzlich an\, Kandidaten für die nächsten Wahlen zum neu aufgestellten Parlament des Landes zu stellen."
38958,"Instead\, embryonic stem cells will be derived from its inner cell mass.","Der erste Schritt ist zwar bei beiden gleich\, doch die angestrebten Ziele sind höchst unterschiedlich."
26802,"Poverty and the rigid social control of a reactionary Roman Catholic Church made the country inhospitable to intellectual life -- to Britains and Americas great advantage\, because both received many bright Irish fleeing the stultifying intellectual life of their homeland.","Das Problem für einen Diktator beim Aufbau von Universitäten ist allerdings\, dass dazu Studenten benötigt werden. Doch Studenten protestieren gerne!"
38959,"These cells have the potential to become every cell-type in the body\, a potential which may lead to cures for many chronic diseases.","Therapeutisches Klonen würde zur Rettung des Lebens eingesetzt\, indem bis dato unheilbare Krankheiten wie Parkinson\, Amyotrophe Lateralsklerose und Multiple Sklerose geheilt werden könnten."
14352,Some have called this new economic regime “socialism with American characteristics.”,Manche bezeichnen dieses neue Wirtschaftsregime als „Sozialismus mit amerikanischen Merkmalen“.
2007,"If Suu Kyi is permitted to campaign free of restraint\, for both her own seat and to boost the electoral chances of her NLD colleagues\, it will be clear that Thein Sein and his government are truly determined to bring their country in from the cold.","Sollte Suu Kyi für ihren Sitz im Parlament und für ihre Kollegen von der NLD frei kandidieren dürfen\, wäre es klar\, dass Thein Sein und seine Regierung wirklich die Absicht haben\, das Land aus dem Schatten zu holen."
14353,But socialism is concerned about ordinary individuals.,Aber beim Sozialismus geht es um die ganz normalen Menschen.
38960,Stem cells cannot become a baby. ,Dagegen reichten die Motive für reproduktives Klonen – also die Erschaffung eines Menschen durch Klonung – von Selbstsucht über die Verwechslung von Weiterleben und Auferstehung bis hin zur verständlichen Sehnsucht nach einem biologisch verwandten Kind. 
26803,"As generally happens\, the less intellectually endowed remained behind. ","Als die koreanischen Studenten das Regime von Parks Nachfolger Chun Doo-hwan stürzten\, kehrten koreanische Wissenschafter\, Ingenieure\, Ökonomen und andere massenhaft in ihr Heimatland zurück und brachten damit auch Wissen\, das sie sich in den USA angeeignet hatten mit nach Hause. "
38961,"While Britain has legalized therapeutic cloning\, they are poised to ban reproductive cloning.",Wird therapeutisches Klonen die Menschen dazu bringen auch reproduktives Klonen zu akzeptieren?
26804,"Yet\, from Third World poverty levels two decades ago\, Ireland has surpassed its former colonial master in GDP ","Ein Braindrain kann also für das Zielland der Auswanderer\, aber auch für die Ursprungsländer von Vorteil sein\, allerdings nur\, wenn die klügsten Köpfe eines Tages wieder heimkehren."
2008,"For both Suu Kyi and Thein Sein\, every step from now on will be delicate\, to be calibrated with the same care and deliberation that Mandela and de Klerk used in bridging their differences and leading their country out of isolation.","Alle Schritte von Suu Kyi und Thein Sein werden von nun an schwierig sein und müssen mit derselben Sorgfalt und Bedächtigkeit ausgeführt werden\, wie sie Mandela und de Klerk beim Überbrücken ihrer Differenzen und bei der Führung ihres Landes aus der Isolation heraus an den Tag gelegt haben."
14354,"By contrast\, the United States has provided little help for the millions of Americans who are losing their homes.","Die Vereinigten Staaten dagegen haben den Millionen von Amerikanern\, die jetzt dabei sind\, ihre Häuser zu verlieren\, kaum Hilfe geleistet."
38962,"They oppose projects such as that of Drs. Severino Antinori of Rome and Panayiotis Zavos of Kentucky in America\, who plan to enable infertile men to become fathers by inserting their DNA into an egg from their partner. ",Das glaube ich nicht.
26805, per capita,Die meisten Menschen bleiben ja eigentlich lieber zuhause oder ziehen eine Rückkehr dem permanenten Exil vor. 
2009,"But the international community\, too\, must act with great care.",Aber auch die internationale Gemeinschaft muss sehr vorsichtig vorgehen.
26806, ., Kimchi
38963,Reproductive cloning raises several moral issues – principally those of safety.,Therapeutisches Klonen dient der Heilung von Krankheiten.
26807,"Becoming a committed European player\, fostering foreign direct investment\, including venture businesses\, promoting financial services and IT resulted in a formidable brain drain reversal for Ireland. ", schmeckt eben in Los Angeles nicht annähernd so gut wie in Pusan und 
38964,Scientists believe that human clones would have defects.,"Die durch Klonung geschaffenen Zellen wären ein Teil des Patienten. Ein Mittel\, seine Krankheit mit Zellen des eigenen Körpers zu behandeln."
14355,"Workers who lose their jobs receive only 39 weeks of limited unemployment benefits\, and are then left on their own.","Beschäftigte\, die ihre Arbeit verlieren\, erhalten bloße 39 Wochen lang eine begrenzte Arbeitslosenunterstützung und werden dann allein gelassen."
2010,"While Thein Sein would undoubtedly wish to see the myriad economic and political sanctions imposed on Burma quickly lifted\, it is too soon for a general easing of such measures.","Während Thein Sein es zweifellos gern sähe\, dass die Unmengen wirtschaftlicher und politischer Sanktionen gegen Birma schnell aufgelöst würden\, ist es für die umfassende Aufhebung dieser Maßnahmen noch zu früh."
26808,"After Chiang Kai-shek retreated to Taiwan in 1949 to form the Republic of China in opposition to Maos Peoples Republic\, he sought to maintain his dictatorial regime but was made to recognize the importance of building Taiwans economy so as to strengthen the island.", Chapati
38965,"Because the egg that receives the new nucleus has to reprogram it quickly – teaching it to give the instructions necessary to construct an entire human being - genes that should be “turned on” might well be “turned off\,” and vice versa. ","Beinahe so\, als würde man Eigenblut für eine bevorstehende Operation spenden. "
14356,"And\, when they lose their jobs\, most lose their health insurance\, too.","Und wenn sie ihre Arbeit verlieren\, verlieren die meisten von ihnen gleich auch ihre Krankenversicherung."
2011,But the outside world should demonstrate that every clear move toward greater political openness will merit more international political and economic engagement.,"Aber die Welt sollte zeigen\, dass jeder klare Schritt hin zu größerer politischer Offenheit mit größerem politischen und wirtschaftlichen Engagement belohnt wird."
26809,"Thanks to generous US aid --Taiwan was for several decades second only to Israel in the amount of American aid received --Taiwan could send its best university students\, especially engineers\, to study abroad. ", ist in Hyderabad besser als in Manchester. 
38966,"This probably explains why at least some animal clones have problems with their hearts\, lungs\, and immune systems.","Obwohl ich nicht an die Einbahnstraße glaube\, die vom therapeutischen Klonen zwangsläufig zu reproduktivem Klonen führt\, sollten die Gesetze doch Ausdruck der Werte einer Gesellschaft sein."
38967,Weight is a problem too.,"Länder\, die therapeutisches Klonen erlauben\, sind möglicherweise gut beraten\, reproduktives Klonen zu verbieten."
26810,Now Taiwan has the highest proportion of engineers to total population in the world.,"Länder\, die mit der Abwanderung ihrer geistigen Elite konfrontiert sind\, geraten unter Druck\, ihre Staatsführung\, ihre Institutionen und ihre wirtschaftlichen und sozialen Freiheiten zu reformieren."
2012,"The Japan Investment Bank’s decision to invest in port development in Burma – essential if the economy\, too\, is to be opened – is one positive sign that the world will keep pace with Thein Sein step for step.","Ein positives Zeichen dafür\, dass die Welt Thein Sein schrittweise begleitet\, ist die Absicht der Japan Investment Bank\, in die Entwicklung birmesischer Häfen zu investieren – was für die Öffnung der Wirtschaft von grundlegender Bedeutung ist."
38968,"Dolly the sheep – although still going strong five years after her birth\, and the mother of six (all conceived the old-fashioned way) – has always been plump.",Hautnahe Begegnungen mit Rezessionen der Dritten Art
14357,"America has expanded its corporate safety net in unprecedented ways\, from commercial banks to investment banks\, then to insurance\, and now to automobiles\, with no end in sight.","Amerika hat sein Sicherheitsnetz für Unternehmen in nie da gewesener Weise ausgeweitet: von den Handelsbanken auf die Investmentbanken\, dann auf die Versicherungen\, und jetzt auf die Automobilwirtschaft – und ein Ende ist nicht in Sicht."
26811,"""Many Taiwanese engineers studied in prestigious American universities\, with the result that in Boston people sometimes refer to M.I.T. as \""Made in Taiwan\"" rather than the Massachusetts Institute of Technology.""",Derartige Verbesserungen sind der ultimative Test für eine erfolgreiche Gesellschaft.
38969,"""During a trip to the Roslin Institute where Dolly was cloned\, I found her\, shorn of her fleece and revealing an ample midsection\, mournfully staring from behind a sign that said\, \""hay only.\""",PARIS: Es gibt drei Typen von Rezessionen.
2013,And US President Barack Obama’s decision to send Secretary of State Hillary Clinton to Burma to meet Thein Sein is another clear sign that the world is ready to end the country’s isolation.,"Auch die Entscheidung von US-Präsident Barack Obama\, seine Außenministerin Hillary Clinton zum Gespräch mit Thein Sein nach Birma zu schicken\, ist ein klares Zeichen für die Bereitschaft der Welt\, die Isolation des Landes zu beenden."
26812,"As late as the 1980s\, only two out of ten Taiwanese who studied in the US returned home\, due to its bleak social\, intellectual and political environment. ","Aus diesem\, aber auch aus vielen anderen Gründen gilt: Je mehr Braindrain desto besser! "
38970,"The Duchess of York\, Sarah Ferguson is not the only British celebrity on a diet. ","Zum ersten Typ gehören jene\, die durch eine heftigen Schock verursacht werden\, zum Beispiel durch den Ausbruch eines Krieges oder einen plötzlichen\, starken Ölpreisanstieg."
14358,"In truth\, this is not socialism\, but an extension of long standing corporate welfarism.","In Wahrheit ist dies kein Sozialismus\, sondern eine Ausweitung des lange bestehenden wohlfahrtsstaatlichen Handelns zugunsten der Unternehmen."
2014,"Closer to home\, ASEAN’s recent decision to give Burma a chance to chair the organization in 2014 underscores its neighbors’ desire for the country’s full participation in Asia’s growing prosperity.","Näher an der Heimat unterstreicht die kürzliche Erklärung der ASEAN\, Birma im Jahr 2014 die Chance auf den Vorsitz der Organisation zu geben\, den Wunsch der Nachbarstaaten\, das Land am wachsenden Reichtum Asiens voll teilhaben zu lassen."
38971,"Being overweight is obvious. Other defects may be subtler and\, perhaps\, insignificant for farm animals.","Es sei daran erinnert\, dass der OPEC-Ölschock der 70er Jahre zu zwei Weltrezessionen führte."
26813,"Then Taiwan did several things: by establishing science parks\, it provided a good environment for R&amp;D; by deregulating\, it provided opportunities for entrepreneurs; last\, but emphatically not least\, by ending the dictatorship and ushering in democracy\, it provided the basis for that universal desire of people to pursue their individual freedom and happiness.",Schöne neue Finanzwelt
26814,"In the 1990s\, thanks to its returning brains\, Taiwan became a high-tech powerhouse. ","CAMBRIDGE\, MASS.: Es bahnt sich innerhalb der G20 ein enormer Konflikt über die Zukunft des globalen Finanzsystems an."
14359,"The rich and powerful turn to the government to help them whenever they can\, while needy individuals get little social protection.","Die Reichen und Mächtigen wenden sich\, wann immer sie können\, an die Regierung\, damit sie ihnen aushilft\, während bedürftige Einzelne kaum sozial abgesichert sind."
2015,"No one should rush to judgment yet\, but Thein Sein’s decisions\, at least so far\, are beginning to resemble those of South Africa’s de Klerk when he initiated his country’s reform process.","Wir sollten keine voreiligen Schlüsse ziehen\, aber Thein Seins Entscheidungen sind bisher denen von de Klerk in Südafrikas Reformprozess sehr ähnlich."
2016,"Fortunately\, Burma already has in Aung San Suu Kyi its very own Nelson Mandela.",Glücklicherweise hat Birma mit Aung San Suu Kyi bereits einen eigenen Nelson Mandela.
26815,South Koreas story over the last 50 years parallels Taiwans story.,Das Ergebnis könnte die Welt – und nicht nur die esoterische Welt des internationalen Finanzwesens – für Jahrzehnte beeinflussen.
2017,A Democratic Windfall for Turkey?,Ein unverhoffter demokratischer Glcksfall fr die Türkei?
26816,"The military dictatorship established by Park Chung-hee in 1962 adopted an aggressive economic development policy\, partly to contain North Korea.","Das Finanzwesen beeinflusst die Ausgestaltung von Macht\, Ideen und Einfluss."
2018,Turkeys seeming fall from grace with the US may turn out to be a blessing in disguise.,"Dass die Türkei scheinbar bei den USA in Ungnade gefallen ist\, könnte sich noch als unverhoffter Segen herausstellen."
26817,"The Park government recognized the importance of investing in education\, including primary\, secondary and tertiary. ","Zyniker mögen sagen\, dass sich an den Grundlagen des globalen Finanzsystems nichts ändern wird\, aber sie irren."
14360,We need to break up the too-big-to-fail banks; there is no evidence that these behemoths deliver societal benefits that are commensurate with the costs they have imposed on others.,"Wir müssen jene Banken\, die zu groß sind\, um sie scheitern zu lassen\, auseinanderbrechen; es gibt keine Anzeichen dafür\, dass diese Kolosse gesellschaftliche Vorteile bringen\, die den Kosten\, die sie anderen auferlegen\, entsprechen."
2019,"""The Iraq war and the tortured diplomacy that led up to it may help resolve Turkeys conflict between its \""strategic alliance\"" with America and its drive to join the EU.""","""Der Irakkrieg und die ihm vorausgehende verkrampfte Diplomatie könnten dazu beitragen\, den Konflikt der Türkei zwischen ihrer \""strategischen Allianz\"" mit Amerika und ihrem Drang EU-Mitglied zu werden zu lösen."""
26818,"The problem for a dictator in building universities is that students are needed\, and students often protest!","Aller Wahrscheinlichkeit werden wir in den nächsten Jahren enorme Veränderungen erleben\, womöglich in Gestalt einer internationalen Finanzaufsicht oder -vereinbarung."
14361,"And\, if we don’t break them up\, then we have to severely limit what they do.","Und falls das nicht\, müssen wir ihre Tätigkeit streng beschränken."
26819,"Once Korean students overthrew the dictatorship of Parks successor\, Chung Doo-hwan\, Korean scientists\, engineers\, economists\, and others\, returned home ","Tatsächlich ist es praktisch unmöglich\, den aktuellen Schlamassel zu beseitigen ohne eine Art Kompass\, der die Richtung des zukünftigen Systems weist."
14362,They can’t be allowed to do what they did in the past – gamble at others’ expenses.,"Man darf nicht zulassen\, dass sie wie bisher auf Kosten anderer zocken."
2020,The elections last November that brought the Justice and Development Party (AKP) to power were preceded by a dispute between the members of the then-ruling coalition over enacting the reforms demanded by the EU.,"Den Wahlen im vergangenen November\, die die Partei für Gerechtigkeit und Entwicklung (AKP) ans Ruder brachten\, ging ein Streit zwischen den Mitgliedern der damals noch regierenden Koalition über die Verordnung der von der EU geforderten Reformen voraus."
26820, en masse,"Die Vereinigten Staaten und Großbritannien sind natürlich an einem System interessiert\, das geeignet ist\, ihnen die Ausweitung ihrer Vorherrschaft zu ermöglichen."
2021,"""Some liberal elements of that \""secular\"" coalition resigned from the government and joined with the Islamists to push the reforms through parliament.""","""Einige liberale Teile dieser \""säkularen\"" Koalition schieden aus der Regierung aus und taten sich mit den Islamisten zusammen\"," um die Reformen durch das Parlament zu peitschen."""
26821," \, bringing knowledge acquired in the US with them. ",US-Finanzminister Timothy Geithner hat vor kurzem die allgemeinen Umrisse eines eher konservativen Regimes für die Finanzaufsicht skizziert.
14363,"This raises another problem with America’s too-big-to-fail\, too-big-to-be-restructured banks: they are too politically powerful.","Und damit sind wir bei einem weiteren Problem in Bezug auf jene amerikanischen Banken\, die zu groß sind\, um sie scheitern zu lassen\, und zu groß für eine Sanierung: Sie sind politisch zu mächtig."
26822,"So a brain drain can be a good thing for recipient countries and also for brain exporting countries. Good\, that is\, if the drain is reversed one day.","Selbst Kritiker der amerikanischen Liederlichkeit der vergangenen Jahre müssen zugeben\, dass Geithners Vorschlag einige gute Ideen enthält."
26823,"Most people everywhere prefer to stay home\, or return home\, rather than live in permanent exile. ","In erster Linie würden die Aufsichtsbehörden die Finanziers zwingen\, mehr Bargeld zu halten\, um eigene Wetten abzusichern\, und sich nicht als Kugelfang auf den Steuerzahler zu verlassen."
14364,"Their lobbying efforts worked well\, first to deregulate\, and then to have taxpayers pay for the cleanup.","Ihre lobbyistischen Bemühungen haben gut funktioniert: zunächst\, was ihre Deregulierung anging\, und dann\, als es darum ging\, dass der Steuerzahler für ihre Sanierung aufkommt."
2022,"""googletag.cmd.push(function () { googletag.display(Mpu); });After coming to power\, the AKPs leaders\, former Islamists who had reinvented themselves as \""conservative democrats\","\"" energetically engaged with the US\", the EU\, and the UN on issues ranging from Cyprus to Iraq\," from Kurdish language rights to other human rights issues within Turkey.""","""googletag.cmd.push(function () { googletag.display(Mpu); });Führungskräfte der AKP\, ehemalige Islamisten\, die sich selbst als \""konservative Demokraten\"" neu erfunden hatten\", traten voller Energie in Beziehung mit den USA\, der EU und den UN; über Themen\, die sich von Zypern bis zum Irak\," über die Rechte der kurdischen Sprache bis zu anderen Menschenrechtsfragen innerhalb der Türkei erstreckten."""
26824, Kimchi,"Geithner will außerdem\, dass Finanzgeschäfte einfacher und problemloser bewertet werden können\, damit Verwaltungsräte\, Aufsichtsbehörden und Anleger die Risiken\, mit denen sie es zu tun haben\, besser einschätzen können."
26825," is simply not as good in Los Angeles as in Pusan\, nor is ","Während die übrige Welt Geithners Vorstellungen wohlwollend gegenübersteht\, gibt es einige Länder\, die sich grundlegendere Reformen wünschen."
2023,"""Having suffered the oppressive practices of Turkeys \""secular\"" state and recognizing that human rights must be protected across-the-board\"," the AKP emerged as a credible interlocutor with the West.""","""Die AKP hatte unter den repressiven Praktiken des \""säkularen\"" Staates Türkei gelitten und erkannt\", dass Menschenrechte generell geschützt werden müssen\," und trat als glaubwürdiger Gesprächspartner des Westens hervor."""
26826, chapathi,Russland und China stellen den Dollar als Säule des internationalen Systems infrage.
14365,"Their hope is that it will work once again to keep them free to do as they please\, regardless of the risks for taxpayers and the economy.","Und jetzt hoffen sie darauf\, dass sie einmal mehr Wirkung zeigen\, damit sie weiterhin machen können\, was sie wollen – egal\, welche Risiken dem Steuerzahler und der Volkswirtschaft damit aufgebürdet werden."
14366,We cannot afford to let that happen.,"Wir können es uns nicht leisten\, dass es dazu kommt."
